z,n,bindingEnergy(keV),xx,yy,zz
79,105,7900.1947,105,79,0.10169482698699217
80,105,7874.5391,105,80,0.1046120409382828
81,105,7837.5161,105,81,0.1088218045812549
82,105,7808.401,105,82,0.11213238690687666
83,105,7764.1904,105,83,0.11715942892167774
84,105,7731.1321,105,84,0.1209183795588078
62,106,7971.0,106,62,0.09364378904653003
63,106,7991.0,106,63,0.09136965478243897
64,106,8017.0,106,64,0.08841328023912076
65,106,8030.0,106,65,0.0869350929674616
66,106,8049.0,106,66,0.08477466541657508
67,106,8054.0,106,67,0.08420613185055237
68,106,8064.0,106,68,0.08306906471850684
69,106,8061.7673,106,69,0.08332293769707855
70,106,8064.0853,106,70,0.08305936553587057
71,106,8053.4495,106,71,0.08426872739617153
72,106,8049.4438,106,72,0.08472420237725498
73,106,8033.5869,106,73,0.08652723835786813
74,106,8025.4434,106,74,0.08745320897684938
75,106,8004.1434,106,75,0.0898751619681063
76,106,7989.7287,106,76,0.09151421012693595
77,106,7961.8176,106,77,0.09468788956985941
78,106,7942.5649,106,78,0.09687705080717268
79,106,7909.441,106,79,0.10064346060468898
80,106,7888.2605,106,80,0.10305182564371784
81,106,7852.465,106,81,0.10712201429623136
82,106,7824.8211,106,82,0.11026531130538664
83,106,7780.9999,106,83,0.1152480759260659
84,106,7749.4526,106,84,0.11883521571954381
85,106,7702.9233,106,85,0.12412590949025226
63,107,7963.0,107,63,0.09455344275216637
64,107,7990.0,107,64,0.09148336149564351
65,107,8006.0,107,65,0.08966405408437073
66,107,8026.0,107,66,0.08738991982027977
67,107,8034.0,107,67,0.08648026611464332
68,107,8045.0,107,68,0.08522949226939336
69,107,8045.1214,107,69,0.08521568827441028
70,107,8049.9741,107,70,0.08466390370724253
71,107,8042.0554,107,71,0.08556431305709544
72,107,8038.5474,107,72,0.08596319620701698
73,107,8025.8864,107,73,0.08740283690289974
74,107,8017.9494,107,74,0.08830532708560423
75,107,7998.6264,107,75,0.09050248190485577
76,107,7985.0087,107,76,0.09205090581326136
77,107,7959.1992,107,77,0.09498561922771431
78,107,7939.7779,107,78,0.09719395141687381
79,107,7909.5409,107,79,0.10063210130403977
80,107,7886.9905,107,80,0.10319623316948767
81,107,7853.0537,107,81,0.10705507515416779
82,107,7826.2999,107,82,0.11009716181789975
83,107,7785.3239,107,83,0.11475640809816934
84,107,7753.7871,107,84,0.11834235397115878
85,107,7709.7283,107,85,0.12335213530689537
86,107,7675.853,107,86,0.12720398432871338
64,108,7972.0,108,64,0.09353008233332549
65,108,7988.0,108,65,0.0917107749220527
66,108,8011.0,108,66,0.08909552051834801
67,108,8019.0,108,67,0.08818586681271157
68,108,8034.0,108,68,0.08648026611464332
69,108,8035.0,108,69,0.08636655940143878
70,108,8042.7386,108,70,0.08548662863063416
71,108,8035.0744,108,71,0.08635809962197638
72,108,8034.9319,108,72,0.08637430282860803
73,108,8023.405,108,73,0.08768498874104558
74,108,8018.3096,108,74,0.08826436992750808
75,108,8001.0101,108,75,0.09023143921259014
76,108,7988.6778,108,76,0.0916337045118426
77,108,7963.7226,108,77,0.09447127828120483
78,108,7946.8094,108,78,0.09639442266297604
79,108,7917.4323,108,79,0.0997347961474574
80,108,7899.034,108,80,0.10182680636900876
81,108,7866.2704,108,81,0.10555224763775728
82,108,7841.1294,108,82,0.10841094811443286
83,108,7800.6613,108,83,0.11301244275506594
84,108,7771.0542,108,84,0.11637896878358445
85,108,7727.1099,108,85,0.1213757307006591
86,108,7694.9961,108,86,0.12502728534716734
65,109,7963.0,109,65,0.09455344275216637
66,109,7986.0,109,66,0.09193818834846179
67,109,7997.0,109,67,0.09068741450321172
68,109,8013.0,109,68,0.08886810709193893
69,109,8017.0,109,69,0.08841328023912076
70,109,8026.0,109,70,0.08738991982027977
71,109,8022.0394,109,71,0.08784026662859779
72,109,8022.003,109,72,0.08784440555295836
73,109,8012.6332,109,73,0.08890981471434234
74,109,8008.3234,109,74,0.08939986790691123
75,109,7992.7517,109,75,0.09117047473291862
76,109,7981.3047,109,76,0.09247207547897118
77,109,7958.0473,109,77,0.09511659799065453
78,109,7941.1699,109,78,0.09703567167209304
79,109,7914.7537,109,79,0.10003937094944704
80,109,7896.9192,109,80,0.10206727332609367
81,109,7866.0345,109,81,0.1055790710514023
82,109,7841.6782,109,82,0.10834854587022624
83,109,7803.6084,109,83,0.11267733770058086
84,109,7773.951,109,84,0.11604958317677339
85,109,7732.2304,109,85,0.12079349547569518
86,109,7700.3841,109,86,0.12441463357642124
66,110,7969.0,110,66,0.09387120247293912
67,110,7980.0,110,67,0.09262042862768904
68,110,7999.0,110,68,0.09046000107680263
69,110,8004.0,110,69,0.08989146751077981
70,110,8016.0,110,70,0.0885269869523253
71,110,8011.9301,110,71,0.08898976190439656
72,110,8014.8381,110,72,0.08865910278239764
73,110,8006.74,110,73,0.08957991111659946
74,110,8005.0777,110,74,0.0897689257859593
75,110,7991.0101,110,75,0.09136850634463556
76,110,7982.8324,110,76,0.09229836573320849
77,110,7960.6692,110,77,0.09481847035930357
78,110,7947.9027,110,78,0.09627010711342954
79,110,7921.9876,110,79,0.09921682795679665
80,110,7907.0174,110,80,0.10091904019481146
81,110,7877.1445,110,81,0.1043157894676996
82,110,7854.6482,110,82,0.10687376979996321
83,110,7817.1718,110,83,0.11113508806670225
84,110,7789.2947,110,84,0.11430490148137673
85,110,7748.0914,110,85,0.11898999329755777
86,110,7717.966,110,86,0.12241545351553018
87,110,7673.764,110,87,0.1274415176525977
67,111,7957.0,111,67,0.09523568303139374
68,111,7976.0,111,68,0.09307525548050732
69,111,7983.0,111,69,0.09227930848807542
70,111,7996.0,111,70,0.09080112121641626
71,111,7996.0,111,71,0.09080112121641626
72,111,8000.0315,111,72,0.09034271260213211
73,111,7993.7535,111,73,0.09105656334763035
74,111,7992.9083,111,74,0.09115266826163082
75,111,7981.2713,111,75,0.09247587328319207
76,111,7973.7814,111,76,0.09332752519442289
77,111,7954.8512,111,77,0.09548001601672762
78,111,7941.4045,111,78,0.09700899607717528
79,111,7918.8345,111,79,0.09957535659420202
80,111,7903.8002,111,80,0.10128485743253324
81,111,7876.0167,111,81,0.10444402789885177
82,111,7854.0994,111,82,0.10693617204416983
83,111,7819.1955,111,83,0.11090497979119018
84,111,7791.3155,111,84,0.11407512295533306
85,111,7752.0001,111,85,0.11854554786765514
86,111,7722.119,111,86,0.12194322953559178
87,111,7679.1873,111,87,0.12682485203487548
68,112,7960.0,112,68,0.09489456289178011
69,112,7969.0,112,69,0.09387120247293912
70,112,7984.0,112,70,0.09216560177487088
71,112,7984.8125,112,71,0.09207321507039212
72,112,7990.7228,112,72,0.09140117428333938
73,112,7986.3615,112,73,0.09189708337163838
74,112,7988.6026,112,74,0.09164225525667558
75,112,7977.9519,112,75,0.09285331134700325
76,112,7973.8656,112,76,0.09331795108917107
77,112,7956.0214,112,77,0.09534695642093571
78,112,7946.4941,112,78,0.09643027438964946
79,112,7924.6819,112,79,0.09891046795940972
80,112,7912.0666,112,80,0.10034491225849906
81,112,7885.3445,112,81,0.10338339441942235
82,112,7865.4181,112,82,0.10564915986942158
83,112,7830.7579,112,83,0.10959025729043392
84,112,7804.7445,112,84,0.11254815550370911
85,112,7766.0174,112,85,0.11695168675665313
86,112,7737.7245,112,86,0.12016877942267801
87,112,7695.2599,112,87,0.12499728951622402
69,113,7948.0,113,69,0.09625904345023473
70,113,7963.0,113,70,0.09455344275216637
71,113,7967.0,113,71,0.0940986158993482
72,113,7973.9711,113,72,0.09330595503092798
73,113,7971.8357,113,73,0.09354876434630499
74,113,7975.1168,113,74,0.09317568124960951
75,113,7966.7481,113,75,0.0941272586204045
76,113,7963.0029,113,76,0.09455311300269809
77,113,7947.7017,113,77,0.0962929621627836
78,113,7938.7279,113,78,0.09731334346573861
79,113,7920.1033,113,79,0.09943108551648805
80,113,7907.973,113,80,0.10081038205967319
81,113,7883.5211,113,81,0.10359072724027951
82,113,7864.0647,113,82,0.10580305053507255
83,113,7831.9009,113,83,0.10946029051724115
84,113,7805.7136,113,84,0.11243796232794256
85,113,7769.3446,113,85,0.11657336178047883
86,113,7741.0568,113,86,0.11978987454226653
87,113,7700.3292,113,87,0.1244208760749762
88,113,7669.4108,113,88,0.12793650571651982
70,114,7951.0,114,70,0.09591792331062099
71,114,7955.0,114,71,0.09546309645780282
72,114,7964.3032,114,72,0.09440526016351825
73,114,7963.2123,114,73,0.09452930281695304
74,114,7969.0532,114,74,0.09386515327579659
75,114,7961.8105,114,75,0.09468869688752324
76,114,7962.1047,114,76,0.0946552443724985
77,114,7948.1144,114,77,0.09624603540224408
78,114,7942.4923,114,78,0.09688530591455136
79,114,7924.1648,114,79,0.09896926570080777
80,114,7914.5974,114,80,0.10005714330872106
81,114,7890.7293,114,81,0.10277110651015853
82,114,7873.3374,114,82,0.10474868229554068
83,114,7841.6348,114,83,0.10835348074157936
84,114,7817.5611,114,84,0.11109082204325171
85,114,7781.4883,114,85,0.11519254156733683
86,114,7754.9111,114,86,0.11821454762551675
87,114,7714.8367,114,87,0.12277127593316117
88,114,7685.5684,114,88,0.12609927812724586
70,115,7929.0,115,70,0.09841947100112114
71,115,7936.0,115,71,0.09762352400868923
72,115,7947.0,115,72,0.09637275016343927
73,115,7948.0,115,73,0.09625904345023473
74,115,7954.0,115,74,0.09557680317100736
75,115,7949.7759,115,75,0.0960571116982547
76,115,7950.5687,115,76,0.0959669650160262
77,115,7938.9999,115,77,0.09728241523974701
78,115,7933.7875,115,78,0.09787510011165435
79,115,7918.7744,115,79,0.09958219036766558
80,115,7909.398,115,80,0.1006483499933567
81,115,7888.29,115,81,0.1030484712956784
82,115,7871.2822,115,82,0.10498237233251873
83,115,7841.2123,115,83,0.10840152182790819
84,115,7817.6582,115,84,0.11107978112139949
85,115,7783.7601,115,85,0.11493422265627862
86,115,7757.0174,115,86,0.11797504717549401
87,115,7719.0125,115,87,0.12229645944016165
88,115,7689.8015,115,88,0.12561794623957978
71,116,7923.0,116,71,0.09910171128034839
72,116,7936.0,116,72,0.09762352400868923
73,116,7938.0,116,73,0.09739611058228015
74,116,7947.5031,116,74,0.09631554431602607
75,116,7943.9588,116,75,0.09671855501963689
76,116,7948.526,116,76,0.09619923371908912
77,116,7938.1346,116,77,0.09738080565868279
78,116,7935.942,116,78,0.09763011899805518
79,116,7921.3778,116,79,0.0992861663105088
80,116,7914.37,116,80,0.1000830002153037
81,116,7893.5725,116,81,0.10244781558317528
82,116,7878.9695,116,82,0.1041082747161014
83,116,7849.5232,116,83,0.10745651670513656
84,116,7827.4407,116,84,0.10996744519947599
85,116,7794.1536,116,85,0.11375241193258723
86,116,7769.3018,116,86,0.11657822842780396
87,116,7731.7092,116,87,0.12085275941461737
88,116,7704.1238,116,88,0.12398940458105023
89,116,7662.8519,116,89,0.1286822966777571
71,117,7903.0,117,71,0.10137584554443946
72,117,7917.0,117,72,0.09978395155957576
73,117,7922.0,117,73,0.09921541799355293
74,117,7931.4359,117,74,0.09814249281842613
75,117,7930.2389,117,75,0.098278599754132
76,117,7936.2716,117,76,0.09759264126538292
77,117,7928.4885,117,77,0.0984776319849252
78,117,7926.553,117,78,0.09869771132833272
79,117,7914.8553,117,79,0.1000278183473855
80,117,7908.6402,117,80,0.10073451694062319
81,117,7890.3011,117,81,0.10281979572475275
82,117,7875.7366,117,82,0.10447587714922035
83,117,7848.4969,117,83,0.10757321390489838
84,117,7826.5619,117,84,0.11006737065904015
85,117,7794.5637,117,85,0.113705780809502
86,117,7770.3437,117,86,0.11645975740331616
87,117,7734.6931,117,87,0.12051346995308632
88,117,7707.1698,117,88,0.1236430539326292
89,117,7667.8538,117,89,0.12811354706897926
72,118,7905.0,118,72,0.10114843211803037
73,118,7911.0,118,73,0.10046619183880301
74,118,7924.0,118,74,0.09898800456714385
75,118,7923.9378,118,75,0.09899507712470523
76,118,7932.0232,118,76,0.09807571286576122
77,118,7924.916,118,77,0.09888384921784854
78,118,7926.5297,118,78,0.0987003606947503
79,118,7915.6548,118,79,0.09993690983017844
80,118,7911.5532,118,80,0.10040328928505826
81,118,7893.8773,118,81,0.10241315777699056
82,118,7881.8101,118,82,0.10378527942657256
83,118,7854.8713,118,83,0.10684840183224731
84,118,7834.8053,118,84,0.1091300407394098
85,118,7803.6487,118,85,0.11267275532003873
86,118,7780.5743,118,86,0.11529646950320571
87,118,7745.687,118,87,0.11926338971878692
88,118,7719.8028,118,88,0.12220659702471603
89,118,7681.1001,118,89,0.1266073538338579
90,118,7652.5716,118,90,0.1298512358015138
73,119,7894.0,119,73,0.10239920596328034
74,119,7907.0,119,74,0.10092101869162129
75,119,7909.0,119,75,0.1006936052652121
76,119,7917.7449,119,76,0.09969925142890967
77,119,7914.1487,119,77,0.10010816351093588
78,119,7915.9714,119,78,0.09990091028477788
79,119,7908.5675,119,79,0.10074278341867304
80,119,7905.2794,119,80,0.10111666246236095
81,119,7889.7037,119,81,0.10288772411522107
82,119,7877.8782,119,82,0.10423236285222148
83,119,7852.5857,119,83,0.10710828989594767
84,119,7832.8632,119,84,0.10935087054712433
85,119,7803.5522,119,85,0.11268372801786286
86,119,7780.7226,119,86,0.11527960679763749
87,119,7746.9621,119,87,0.11911840228877979
88,119,7721.7503,119,88,0.12198515320075021
89,119,7684.8289,119,89,0.12618336424166066
90,119,7656.0,119,90,0.12946140370596337
73,120,7883.0,120,73,0.10364997980853041
74,120,7899.0,120,74,0.10183067239725763
75,120,7901.0,120,75,0.10160325897084854
76,120,7912.2301,120,76,0.10032632121089013
77,120,7909.0003,120,77,0.10069357115319821
78,120,7914.1512,120,78,0.10010787924415288
79,120,7906.9379,120,79,0.10092807987851127
80,120,7905.8956,120,80,0.10104659638568436
81,120,7891.2717,120,81,0.10270943198891636
82,120,7882.1505,120,82,0.10374657366139772
83,120,7857.4762,120,83,0.10655220721502079
84,120,7839.0823,120,84,0.10864371712703391
85,120,7810.2694,120,85,0.11191993728392524
86,120,7789.0417,120,86,0.11433366927981758
87,120,7756.2689,120,87,0.11806015665032765
88,120,7732.0177,120,88,0.12081768089359379
89,120,7695.8455,120,89,0.12493070286497143
90,120,7669.0764,120,90,0.1279745292414154
91,120,7629.3948,120,91,0.132486593552113
73,121,7865.0,121,73,0.1056967006462124
74,121,7881.0,121,74,0.1038773932349395
75,121,7886.0,121,75,0.10330885966891679
76,121,7897.0,121,76,0.10205808582366671
77,121,7897.0,121,77,0.10205808582366671
78,121,7902.3011,121,78,0.10145531516629813
79,121,7898.4915,121,79,0.10188849226092211
80,121,7897.5607,121,80,0.10199433046957296
81,121,7886.2206,121,81,0.10328377596798388
82,121,7877.397,121,82,0.10428707852261554
83,121,7854.2157,121,83,0.10692294795342416
84,121,7836.2168,121,84,0.10896954371372158
85,121,7808.8904,121,85,0.11207673884143432
86,121,7787.9987,121,86,0.11445226538168984
87,121,7756.8985,121,87,0.11798856690369397
88,121,7733.0177,121,88,0.12070397418038925
89,121,7698.0182,121,89,0.12468365228919187
90,121,7671.8506,121,90,0.12765908407764337
91,121,7633.6289,121,91,0.13200514795773366
74,122,7872.0,122,74,0.10490075365378049
75,122,7877.0,122,75,0.10433222008775778
76,122,7890.0,122,76,0.10285403281609862
77,122,7891.2066,122,77,0.10271683429594591
78,122,7899.1986,122,78,0.10180809024401527
79,122,7895.1752,122,79,0.10226557783392243
80,122,7896.8505,122,80,0.1020750849772909
81,122,7886.053,122,81,0.10330283321311695
82,122,7879.9326,122,82,0.10399876378061412
83,122,7857.3218,122,83,0.10656976353153957
84,122,7840.5973,122,84,0.10847145145652903
85,122,7813.9653,122,85,0.11149968864259263
86,122,7794.2678,122,86,0.11373942662593928
87,122,7763.7485,122,87,0.11720967591824294
88,122,7741.3687,122,88,0.11975440941841808
89,122,7707.468,122,89,0.12360914659075162
90,122,7682.0628,122,90,0.1264978883810558
91,122,7644.8027,122,91,0.13073461188572866
74,123,7853.0,123,74,0.1070611812046669
75,123,7861.0,123,75,0.10615152749903056
76,123,7874.0,123,76,0.1046733402273714
77,123,7878.0,123,77,0.10421851337455323
78,123,7885.8337,123,78,0.10332776909532271
79,123,7885.91,123,79,0.10331909327310518
80,123,7887.4828,123,80,0.10314025535457716
81,123,7880.0238,123,81,0.10398839372836988
82,123,7874.3313,123,82,0.1046356691932867
83,123,7853.3249,123,83,0.10702423789354687
84,123,7836.6734,123,84,0.10891762522847237
85,123,7811.5604,123,85,0.11177314191717824
86,123,7792.1755,123,86,0.11397733518197706
87,123,7763.1243,123,87,0.11728065164862511
88,123,7741.0887,123,88,0.11978624729811527
89,123,7708.4479,123,89,0.12349772538248238
90,123,7683.847,123,90,0.12629501286335632
91,123,7647.7037,123,91,0.13040474871072227
92,123,7620.7821,123,92,0.1334659153609299
75,124,7850.0,124,75,0.10740230134428064
76,124,7867.0,124,76,0.1054692872198032
77,124,7870.0,124,77,0.10512816708018957
78,124,7881.5609,124,78,0.10381361513950305
79,124,7880.865,124,79,0.10389274364122214
80,124,7885.5455,124,80,0.10336053937006828
81,124,7878.3946,124,81,0.1041736447055227
82,124,7875.362,124,82,0.10451847168398676
83,124,7854.5053,124,83,0.10689001848928015
84,124,7839.3568,124,84,0.10861250463425931
85,124,7814.7835,124,85,0.11140665380984871
86,124,7796.6653,124,86,0.11346681478103138
87,124,7768.3613,124,87,0.11668516959157293
88,124,7747.5078,124,88,0.11905635253538394
89,124,7715.5908,124,89,0.12268552970073365
90,124,7692.3173,124,90,0.1253318828904998
91,124,7657.3733,124,91,0.12930525027671946
92,124,7631.3072,124,92,0.1322691408337806
76,125,7849.0,125,76,0.10751600805748518
77,125,7855.0,125,77,0.10683376777825782
78,125,7867.0,125,78,0.1054692872198032
79,125,7868.0,125,79,0.10535558050659866
80,125,7874.7325,125,80,0.10459005005994904
81,125,7871.7219,125,81,0.10493237549072276
82,125,7869.8664,125,82,0.10514335829707377
83,125,7849.8534,125,83,0.10741897074843643
84,125,7835.1882,125,84,0.10908650243892382
85,125,7811.6638,125,85,0.11176138464303287
86,125,7793.9412,125,86,0.11377656323847185
87,125,7766.8455,125,87,0.11685752622744838
88,125,7746.4726,125,88,0.11917406172489331
89,125,7715.8874,125,89,0.12265180428959721
90,125,7693.0266,125,90,0.12525123071882371
91,125,7659.2006,125,91,0.12909747399968086
92,125,7634.0,125,92,0.1319629513964634
76,126,7839.0,126,76,0.1086530751895306
77,126,7845.0,126,77,0.10797083491030335
78,126,7859.0,126,78,0.10637894092543965
79,126,7860.0,126,79,0.1062652342122351
80,126,7869.1723,126,80,0.10522228212670903
81,126,7866.7979,126,81,0.10549226734654193
82,126,7867.453,126,82,0.10541777807872155
83,126,7847.9869,126,83,0.10763120432863271
84,126,7834.3462,126,84,0.10918224349144201
85,126,7811.3545,126,85,0.11179655412942702
86,126,7794.7963,126,86,0.11367933262801067
87,126,7768.4543,126,87,0.11667459486724485
88,126,7749.1719,126,88,0.11886713319394027
89,126,7719.4137,126,89,0.12225084030682398
90,126,7697.6617,126,90,0.12472418873244939
91,126,7664.6438,126,91,0.1284785456183659
92,126,7640.7191,126,92,0.13119894461977077
93,126,7604.6732,126,93,0.13529760543327063
76,127,7814.0,127,76,0.11149574301964438
77,127,7823.0,127,77,0.1104723826008035
78,127,7836.0,127,78,0.10899419532914434
79,127,7840.0,127,79,0.10853936847632606
80,127,7848.6112,127,80,0.10756021722757902
81,127,7847.1835,127,81,0.10772255630202121
82,127,7848.6488,127,82,0.1075559418551626
83,127,7832.5424,127,83,0.10938734766072034
84,127,7818.7842,127,84,0.11095174736233115
85,127,7798.34,127,85,0.11327639014842761
86,127,7782.1824,127,86,0.11511361773770157
87,127,7757.7393,127,87,0.11789296229923163
88,127,7739.3249,127,88,0.11998680319886557
89,127,7711.2319,127,89,0.12318116589292094
90,127,7690.5945,127,90,0.12552777681600846
91,127,7659.1935,127,91,0.12909828131734458
92,127,7636.2867,127,92,0.1317029382553786
93,127,7602.0758,127,93,0.13559294725014825
94,127,7576.0,127,94,0.13855794076232741
77,128,7805.0,128,77,0.11251910343848537
78,128,7820.0,128,78,0.11081350274041712
79,128,7824.0,128,79,0.11035867588759896
80,128,7834.1914,128,80,0.10919984529064608
81,128,7833.3979,128,81,0.10929007156757387
82,128,7835.9656,128,82,0.10899810684007849
83,128,7819.7745,128,83,0.11083914360424474
84,128,7810.2438,128,84,0.11192284817578335
85,128,7790.0036,128,85,0.11422429479238605
86,128,7777.1023,128,86,0.11569125921145196
87,128,7753.2607,128,87,0.11840220918498956
88,128,7737.3458,128,88,0.12021184015496866
89,128,7710.3448,128,89,0.12328203511820468
90,128,7691.6026,128,90,0.12541314907842704
91,128,7661.3783,128,91,0.1288498548903353
92,128,7640.0,128,92,0.13128071111723616
93,128,7607.0,128,93,0.13503303265298627
94,128,7582.0,128,94,0.13787570048310005
95,128,7547.0,128,95,0.14185543544525936
78,129,7797.0,129,78,0.11342875714412182
79,129,7803.0,129,79,0.11274651686489445
80,129,7813.0,129,80,0.11160944973284892
81,129,7813.589,129,81,0.11154247647877147
82,129,7817.0079,129,82,0.11115372459699646
83,129,7803.314,129,83,0.11271081295694818
84,129,7794.024,129,84,0.11376714832261847
85,129,7776.3632,129,85,0.11577529984318147
86,129,7763.8164,129,86,0.11720195523241628
87,129,7742.4513,129,87,0.11963131053070286
88,129,7726.9122,129,88,0.1213982105178597
89,129,7702.145,129,89,0.12421440742513934
90,129,7683.7655,129,90,0.12630427996048232
91,129,7655.5364,129,91,0.12951411813820501
92,129,7634.6849,129,92,0.1318850736685896
93,129,7602.7013,129,93,0.1355218237010387
94,129,7580.0,129,94,0.13810311390950913
95,129,7546.0,129,95,0.1419691421584639
78,130,7780.0,130,78,0.11536177126859914
79,130,7786.0,130,79,0.11467953098937178
80,130,7799.0,130,80,0.11320134371771262
81,130,7799.7915,130,81,0.11311134485421126
82,130,7804.3203,130,82,0.11259638989145049
83,130,7791.0217,130,83,0.11410852998767251
84,130,7785.1163,130,84,0.11478001361183077
85,130,7767.8627,130,85,0.11674186375877671
86,130,7758.6553,130,86,0.11778880694993621
87,130,7737.775,130,87,0.12016303723366129
88,130,7725.0241,130,88,0.12161290016306114
89,130,7700.5489,130,89,0.12439589471008516
90,130,7684.4964,130,90,0.1262211717238012
91,130,7656.9809,130,91,0.1293498687909811
92,130,7637.7651,130,92,0.131534834250577
93,130,7607.5654,130,93,0.1349687428773404
94,130,7586.0,130,94,0.13742087363028188
95,130,7553.0,130,95,0.141173195166032
79,131,7764.0,131,79,0.11718107867987193
80,131,7777.0,131,80,0.11570289140821277
81,131,7780.0,131,81,0.11536177126859914
82,131,7785.1732,131,82,0.11477354369984927
83,131,7773.4955,131,83,0.11610137658463815
84,131,7768.1768,131,84,0.11670614848015914
85,131,7753.0024,131,85,0.1184315796290103
86,131,7744.4037,131,86,0.11940930954384221
87,131,7726.7143,131,87,0.1214207130764029
88,131,7714.056,131,88,0.12286004676416007
89,131,7692.3515,131,89,0.12532799412090811
90,131,7676.064,131,90,0.1271799922122272
91,131,7651.2373,131,91,0.13000295466894274
92,131,7631.7611,131,92,0.1322175293566572
93,131,7603.5032,131,93,0.13543064228771995
94,131,7583.0,131,94,0.1377619937698955
95,131,7552.0,131,95,0.14128690187923654
80,132,7762.0,132,80,0.11740849210628101
81,132,7765.4311,132,81,0.11701835300260488
82,132,7772.3955,132,82,0.1162264539691632
83,132,7761.7177,132,83,0.11744059151141861
84,132,7758.8205,132,84,0.11777002260091496
85,132,7744.6172,132,85,0.11938503316057314
86,132,7738.7527,132,86,0.12005186618016117
87,132,7721.1759,132,87,0.12205046633681493
88,132,7711.6879,132,88,0.12312931563169971
89,132,7690.5039,132,89,0.12553807864422495
90,132,7676.6592,132,90,0.1271123139765279
91,132,7651.8957,132,91,0.12992809016896878
92,132,7635.0742,132,92,0.13184080764513917
93,132,7607.4231,132,93,0.13498492334262946
94,132,7588.0,132,94,0.1371934602038728
95,132,7558.0,132,95,0.14060466160000928
80,133,7739.0,133,80,0.12002374650998571
81,133,7745.0,133,81,0.11934150623075834
82,133,7752.7381,133,82,0.1184616323133103
83,133,7743.4996,133,83,0.1195121117832505
84,133,7741.3614,133,84,0.1197552394774245
85,133,7729.1175,133,85,0.12114745310322961
86,133,7723.7784,133,86,0.12175454461570001
87,133,7709.743,133,87,0.12335046381821113
88,133,7701.1352,133,88,0.12432922846413341
89,133,7682.8015,133,89,0.1264138932320117
90,133,7668.6426,133,90,0.1280238552136035
91,133,7646.9612,133,91,0.13048917594527665
92,133,7629.7717,133,92,0.1324437374919062
93,133,7604.1714,133,93,0.13535466346195668
94,133,7585.0,133,94,0.13753458034348642
95,133,7557.0,133,95,0.14071836831321383
80,134,7724.0,134,80,0.12172934720805395
81,134,7730.0,134,81,0.12104710692882659
82,134,7740.0,134,82,0.11991003979678116
83,134,7731.8491,134,83,0.12083685184544002
84,134,7731.53,134,84,0.1208731356576237
85,134,7720.197,134,85,0.12216177383837079
86,134,7717.2552,134,86,0.12249627624727599
87,134,7703.2572,134,87,0.12408794281871327
88,134,7696.6931,134,88,0.12483432505485925
89,134,7679.1479,134,89,0.12682933207937575
90,134,7667.7162,134,90,0.1281291931127162
91,134,7646.6504,134,91,0.13052451599174053
92,134,7631.9166,134,92,0.13219984796275386
93,134,7607.2771,134,93,0.13500152452275727
94,134,7590.4039,134,94,0.13692012063600034
95,134,7562.5697,134,95,0.1400850560326784
80,135,7701.0,135,80,0.12434460161175853
81,135,7709.0,135,81,0.1234349479061222
82,135,7719.0,135,82,0.12229788077407666
83,135,7712.828,135,83,0.12299967860797512
84,135,7713.334,135,84,0.12294214301109363
85,135,7703.7033,135,85,0.12403721825395275
86,135,7701.3941,135,86,0.12429978979608458
87,135,7690.9474,135,87,0.12548764971691861
88,135,7685.3101,135,88,0.1261286485712667
89,135,7670.1438,135,89,0.12785315869574088
90,135,7659.2229,135,90,0.12909493833997643
91,135,7641.1093,135,91,0.13115457626027838
92,135,7626.2918,135,92,0.13283942548318672
93,135,7604.0,135,93,0.1353741527926
94,135,7586.8834,135,94,0.137320425119837
95,135,7562.0,135,95,0.14014983474719112
96,135,7542.0,135,96,0.14242396901128207
80,136,7685.0,136,80,0.12616390902303143
81,136,7693.0,136,81,0.12525425531739498
82,136,7705.0,136,82,0.12388977475894036
83,136,7700.0,136,83,0.12445830832496318
84,136,7703.2244,136,84,0.1240916723989064
85,136,7694.4754,136,85,0.12508649243273295
86,136,7694.4991,136,86,0.12508379758363009
87,136,7683.6655,136,87,0.12631565063180283
88,136,7679.9236,136,88,0.12674112978194296
89,136,7665.6906,136,89,0.1283595174309834
90,136,7657.1195,136,90,0.1293341090405309
91,136,7639.4945,136,91,0.13133818986076107
92,136,7627.4763,136,92,0.13270473988139597
93,136,7605.9921,136,93,0.1351476376492251
94,136,7591.0016,136,94,0.13685215813351803
95,136,7566.0,136,95,0.13969500789437284
96,136,7548.0,136,96,0.14174172873205482
97,136,7519.0,136,97,0.14503922341498676
81,137,7672.0,137,81,0.1276420962946906
82,137,7684.0,137,82,0.12627761573623597
83,137,7681.0,137,83,0.1266187358758496
84,137,7684.4814,137,84,0.12622287732449933
85,137,7677.3878,137,85,0.12702946726528697
86,137,7678.172,137,86,0.12694029846079213
87,137,7670.368,137,87,0.1278276656506403
88,137,7667.5866,137,88,0.12814392950274756
89,137,7655.6628,137,89,0.12949974560965594
90,137,7647.4591,137,90,0.13043256137277204
91,137,7632.2076,137,91,0.1321667593092113
92,137,7620.7218,137,92,0.13347277187573603
93,137,7601.7751,137,93,0.13562713885880884
94,137,7587.1224,137,94,0.1372932492153811
95,137,7564.0,137,95,0.13992242132078192
96,137,7546.002,137,96,0.14196891474503737
97,137,7519.0,137,97,0.14503922341498676
82,138,7670.0,138,82,0.12786950972109967
83,138,7668.0,138,83,0.12809692314750876
